"sobrenome","altura","peso","novo_imc"
"Fox",210,75,"Peso normal"
"Fox",185,70,""
"Fox",220,72,"Peso normal"
"Fox",NA,NA,NA
"Fox",192,73,""
"Fox",190,75,""
"Fox",160,70,"Acima do peso"
"Fox",185,69,""
"Fox",165,71,"Acima do peso"
"Fox",175,72,""
"Foxx",195,72,""
"Foy",215,72,"Peso normal"
"Foytack",175,71,""
"Frailing",190,72,""
"Fraley",195,72,""
"Francisco",195,73,""
"Francis",220,77,"Peso normal"
"Francis",210,74,"Peso normal"
"Franco",241,73,"Peso normal"
"Francisco",250,74,"Peso normal"
"Francis",220,77,"Peso normal"
"Francoeur",225,76,"Peso normal"
"Franco",170,70,""
"Franco",160,72,"Acima do peso"
"Francisco",245,74,"Peso normal"
"Franco",200,74,"Peso normal"
"Franco",225,73,"Peso normal"
"France",155,68,"Acima do peso"
"Francis",182,73,""
"Francona",190,73,""
"Francona",190,71,""
"France",215,71,"Peso normal"
"Franco",189,70,""
"Frandsen",190,72,""
"Franklin",NA,NA,NA
"Frank",170,70,""
"Frank",162,69,"Acima do peso"
"Frankhouse",175,71,""
"Franks",187,70,""
"Franklin",170,71,""
"Franklin",180,74,""
"Franklin",205,72,"Peso normal"
"Frank",185,74,""
"Franklin",175,72,""
"Franklin",190,73,""
"Franklin",190,75,""
"Frankoff",206,77,"Peso normal"
"Franklin",195,74,""
"Frare",225,72,"Peso normal"
"Frascatore",200,73,"Peso normal"
"Fraser",188,70,""
"Fraser",200,73,"Peso normal"
"Frazier",182,72,""
"Frasor",180,69,""
"Frazer",NA,NA,NA
"Frazier",NA,NA,NA
"Frazier",181,70,""
"Frazier",212,71,"Peso normal"
"Frazier",205,77,"Peso normal"
"Frazier",195,75,""
"Frazier",180,72,""
"Frazier",175,74,""
"Frazier",215,75,"Peso normal"
"Frederick",165,71,"Acima do peso"
"Frederick",215,73,"Peso normal"
"Fredrickson",220,75,"Peso normal"
"Freed",165,66,""
"Freed",190,72,""
"Freehan",203,75,"Peso normal"
"Freeland",204,76,"Peso normal"
"Freel",185,70,""
"Freeman",169,69,""
"Freeman",167,70,"Acima do peso"
"Freeman",200,74,"Peso normal"
"Freeman",220,77,"Peso normal"
"Freeman",160,70,"Acima do peso"
"Freeman",220,75,"Peso normal"
"Freeman",220,74,"Peso normal"
"Freeman",180,76,""
"Freeman",160,68,"Acima do peso"
"Freeman",NA,NA,NA
"Freeman",175,71,""
"Freeman",170,69,""
"Freeman",220,76,"Peso normal"
"Freeman",200,79,""
"Freeman",195,72,""
"Freeman",180,71,""
"Freeman",190,72,""
"Freese",213,74,"Peso normal"
"Freese",190,72,""
"Freese",175,71,""
"Freeze",150,68,"Acima do peso"
"Fregosi",190,73,""
"Freiburger",170,73,"Acima do peso"
"Freigau",160,70,"Acima do peso"
"Freiman",245,80,"Peso normal"
"Freire",225,74,"Peso normal"
"Freisleben",195,71,""
"Freitas",250,74,"Peso normal"
"Freitas",161,68,"Acima do peso"
"French",NA,NA,NA
"French",140,66,"Acima do peso"
"French",180,68,""
"French",195,73,""
"French",220,76,"Peso normal"
"French",180,73,""
"French",158,69,"Acima do peso"
"French",155,67,"Acima do peso"
"Frey",165,70,"Acima do peso"
"Frey",170,69,""
"Frey",160,70,"Acima do peso"
"Frey",170,69,""
"Frias",195,76,""
"Frias",160,72,"Acima do peso"
"Frias",245,75,"Peso normal"
"Frias",159,70,"Acima do peso"
"Friberg",178,71,""
"Fricano",170,72,""
"Frick",NA,NA,NA
"Friday",170,71,""
"Fridley",205,74,"Peso normal"
"Friedrichs",165,71,"Acima do peso"
"Friedrich",222,76,"Peso normal"
"Fried",150,71,"Acima do peso"
"Fried",190,76,""
"Friedl",180,70,""
"Friel",165,70,"Acima do peso"
"Friel",170,71,""
"Friend",190,72,""
"Friend",175,69,""
"Freund",180,70,""
"Friend",180,73,""
"Frierson",195,75,""
"Frieri",205,72,"Peso normal"
"Fries",160,68,"Acima do peso"
"Frill",170,70,""
"Frink",180,73,""
"Frisbee",175,69,""
"Frisch",165,71,"Acima do peso"
"Frisella",185,72,""
"Frisk",190,73,""
"Fritz",NA,NA,NA
"Fritz",170,68,""
"Fritz",225,74,"Peso normal"
"Froats",180,72,""
"Frobel",196,76,""
"Frock",168,72,"Acima do peso"
"Froehlich",NA,NA,NA
"Frohwirth",190,76,""
"Fromme",178,72,""
"Frost",235,78,"Peso normal"
"Fruto",230,75,"Peso normal"
"Frye",175,73,""
"Frye",180,69,""
"Fryer",215,74,"Peso normal"
"Fry",209,73,"Peso normal"
"Fry",185,72,""
"Fry",150,73,"Acima do peso"
"Fryman",180,73,""
"Fryman",197,75,""
"Fry",205,72,"Peso normal"
"Fuchs",168,68,""
"Fuchs",NA,NA,NA
"Fuentes",230,76,"Peso normal"
"Fuentes",209,74,"Peso normal"
"Fuentes",160,72,"Acima do peso"
"Fuentes",190,75,""
"Fuentes",160,72,"Acima do peso"
"Fuentes",175,71,""
"Fuhrman",185,71,""
"Fuhr",176,72,""
"Fujikawa",190,72,""
"Fukudome",200,72,"Peso normal"
"Fukumori",175,72,""
"Fulchino",270,76,"Peso normal"
"Fuld",180,69,""
"Fulghum",165,68,""
"Fulgham",205,74,"Peso normal"
"Fullerton",162,72,"Acima do peso"
"Fuller",158,72,"Acima do peso"
"Fuller",150,67,"Acima do peso"
"Fuller",160,68,"Acima do peso"
"Fuller",215,75,"Peso normal"
"Fuller",180,74,""
"Fuller",165,71,"Acima do peso"
"Fuller",157,66,"Acima do peso"
"Fuller",170,73,"Acima do peso"
"Fullis",170,69,""
"Fullmer",185,73,""
"Fulmer",210,72,"Peso normal"
"Fulmer",158,72,"Acima do peso"
"Fulmer",165,68,""
"Fulmer",224,75,"Peso normal"
"Fulmer",180,69,""
"Fulton",195,75,""
"Fultz",196,72,""
"Fultz",170,71,""
"Funderburk",226,76,"Peso normal"
"Funk",175,72,""
"Funkhouser",229,75,"Peso normal"
"Funk",160,68,"Acima do peso"
"Funk",210,74,"Peso normal"
"Furbush",215,77,"Peso normal"
"Furcal",195,68,"Peso normal"
"Furillo",190,72,""
"Furmaniak",190,72,""
"Fussell",185,74,""
"Fusselback",156,66,"Acima do peso"
"Fussell",155,70,"Acima do peso"
"Fusselman",195,73,""
"Fyhrie",190,74,""
"Gabbard",200,75,""
"Gabino",210,75,"Peso normal"
"Gabler",175,73,""
"Gabler",190,73,""
"Gabler",165,74,"Acima do peso"
"Gables",210,71,"Peso normal"
"Gabrielson",210,75,"Peso normal"
"Gabrielson",210,76,"Peso normal"
"Gaddis",260,78,"Peso normal"
"Gaddy",182,72,""
"Gaedel",65,43,"Acima do peso"
"Gaetti",180,72,""
"Gaff",200,74,"Peso normal"
"Gaffke",185,70,""
"Gaffney",NA,NA,NA
"Gage",265,75,"Peso normal"
"Gagliano",180,73,""
"Gagliano",170,71,""
"Gagne",195,74,""
"Gagne",185,71,""
"Gagnier",170,69,""
"Gagnon",158,67,"Acima do peso"
"Gagnon",215,76,"Peso normal"
"Geggus",150,67,"Acima do peso"
"Gaillard",180,73,""
"Gainer",180,72,""
"Gainer",190,72,""
"Gaines",190,73,""
"Gaines",180,72,""
"Gainey",190,73,""
"Gaiser",175,68,""
"Gajkowski",200,74,"Peso normal"
"Gakeler",215,78,"Peso normal"
"Galan",175,72,""
"Galante",157,66,"Acima do peso"
"Galarraga",235,75,"Peso normal"
"Galarraga",230,75,"Peso normal"
"Galasso",205,73,"Peso normal"
"Galatzer",168,70,""
"Galehouse",195,73,""
"Gale",225,79,"Peso normal"
"Gale",185,73,""
"Gallagher",180,72,""
"Gallagher",NA,NA,NA
"Gallagher",185,75,""
"Gallagher",230,75,"Peso normal"
"Gallagher",180,72,""
"Gallagher",195,75,""
"Gallagher",197,74,""
"Gallagher",155,68,"Acima do peso"
"Gallagher",175,70,""
"Galligan",NA,NA,NA
"Gallagher",156,70,"Acima do peso"
"Gallagher",210,74,"Peso normal"
"Gallagher",220,74,"Peso normal"
"Gallagher",NA,NA,NA
"Gallagher",NA,NA,NA
"Gallardo",205,74,"Peso normal"
"Gallegos",215,74,"Peso normal"
"Gallego",160,68,"Acima do peso"
"Galle",165,67,""
"Gallen",189,74,""
"Gallia",165,72,"Acima do peso"
"Galligan",160,70,"Acima do peso"
"Gallivan",170,72,""
"Gall",195,72,""
"Galloway",160,68,"Acima do peso"
"Galloway",205,74,"Peso normal"
"Galloway",187,75,""
"Gallo",250,77,"Peso normal"
"Gallo",170,72,""
"Galvez",170,72,""
"Galvis",190,70,""
"Galvin",180,71,""
"Galvin",178,67,""
"Galvin",NA,NA,NA
"Galvin",190,68,""
"Gamble",155,70,"Acima do peso"
"Gamble",165,70,"Acima do peso"
"Gamble",170,73,"Acima do peso"
"Gamble",160,71,"Acima do peso"
"Gamboa",215,73,"Peso normal"
"Gamel",180,71,""
"Gamel",220,73,"Peso normal"
"Gammons",170,71,""
"Gandarillas",190,72,""
"Gandil",190,73,""
"Gandy",180,75,""
"Ganley",156,67,"Acima do peso"
"Gannon",170,69,""
"Gannon",154,71,"Acima do peso"
"Gannon",160,NA,NA
"Gantenbein",168,69,""
"Gant",200,76,""
"Gantner",180,72,""
"Gant",172,72,""
"Ganzel",172,70,""
"Ganzel",161,72,"Acima do peso"
"Ganzel",195,72,""
"Garabito",186,68,""
"Garagiola",190,72,""
"Garagozzo",170,72,""
"Garate",210,73,"Peso normal"
"Garbark",178,71,""
"Garbark",200,72,"Peso normal"
"Garbey",170,70,""
"Garber",190,73,""
"Garber",175,70,""
"Garbowski",185,73,""
"Garces",175,71,""
"Garces",250,72,"Peso normal"
"Garcia",205,69,"Peso normal"
"Garcia",205,73,"Peso normal"
"Garcia",160,70,"Acima do peso"
"Garcia",180,74,""
"Garcia",228,73,"Peso normal"
"Garcia",250,76,"Peso normal"
"Garcia",205,73,"Peso normal"
"Garcia",185,73,""
"Garcia",170,68,""
"Garcia",230,77,"Peso normal"
"Garcia",165,73,"Acima do peso"
"Garcia",182,73,""
"Garcia",180,72,""
"Garcia",185,72,""
"Garcia",163,69,"Acima do peso"
"Garcia",200,75,""
"Garcia",205,73,"Peso normal"
"Garcia",190,74,""
"Garcia",250,76,"Peso normal"
"Garcia",200,72,"Peso normal"
"Garcia",215,75,"Peso normal"
"Garcia",170,74,"Acima do peso"
"Casilla",210,72,"Peso normal"
"Garcia",215,74,"Peso normal"
"Garcia",185,72,""
"Garcia",210,75,"Peso normal"
"Garcia",155,70,"Acima do peso"
"Garcia",165,71,"Acima do peso"
"Barrero",175,74,""
"Garcia",210,72,"Peso normal"
"Garcia",180,71,""
"Garcia",160,68,"Acima do peso"
"Garcia",190,68,""
"Garcia",175,72,""
"Garcia",215,75,"Peso normal"
"Garcia",240,74,"Peso normal"
"Garcia",212,74,"Peso normal"
"Garcia",244,73,"Peso normal"
"Garcia",145,72,"Acima do peso"
"Garcia",195,73,""
"Garcia",173,71,""
"Garcia",220,74,"Peso normal"
"Garciaparra",165,72,"Acima do peso"
"Garcia",225,75,"Peso normal"
"Garcia",175,70,""
"Garcia",170,70,""
"Garcia",195,72,""
"Garcia",200,74,"Peso normal"
"Garcia",170,75,"Acima do peso"
"Garcia",201,69,"Peso normal"
"Garcia",215,74,"Peso normal"
"Garcia",195,72,""
"Garcia",200,75,""
"Garcia",215,74,"Peso normal"
"Garcia",230,73,"Peso normal"
"Gardella",172,70,""
"Gardella",160,67,"Acima do peso"
"Gardewine",179,73,""
"Gardenhire",175,72,""
"Gardiner",NA,NA,NA
"Gardiner",185,72,""
"Gardner",NA,NA,NA
"Gardner",175,71,""
"Gardner",NA,NA,NA
"Gardner",170,72,""
"Gardner",195,71,""
"Gardner",175,72,""
"Gardner",160,71,"Acima do peso"
"Gardner",165,NA,NA
"Gardner",180,71,""
"Gardner",180,74,""
"Gardner",165,71,"Acima do peso"
"Gardner",NA,NA,NA
"Gardner",165,68,""
"Gardner",219,72,"Peso normal"
"Gardner",190,73,""
"Gardner",145,68,"Acima do peso"
"Gardner",176,73,""
"Gardner",197,76,""
"Garfield",160,71,"Acima do peso"
"Garibaldi",165,68,""
"Garibaldi",210,76,"Peso normal"
"Garibay",154,68,"Acima do peso"
"Garko",225,74,"Peso normal"
"Garland",210,78,"Peso normal"
"Garland",200,74,"Peso normal"
"Garland",195,72,""
"Garlick",210,73,"Peso normal"
"Garman",195,75,""
"Garms",165,68,""
"Garner",215,74,"Peso normal"
"Garneau",205,74,"Peso normal"
"Garner",225,75,"Peso normal"
"Garner",175,70,""
"Garoni",165,73,"Acima do peso"
"Garrett",185,75,""
"Garrett",239,77,"Peso normal"
"Garrett",202,74,"Peso normal"
"Garrett",185,77,""
"Garrett",200,72,"Peso normal"
"Garrett",196,74,""
"Garrelts",195,76,""
"Garrett",195,74,""
"Garrett",175,71,""
"Garriott",165,68,""
"Garrison",180,72,""
"Garrison",180,70,""
"Garrido",150,69,"Acima do peso"
"Garrity",185,73,""
"Garrison",195,73,""
"Garrison",170,71,""
"Garr",185,71,""
"Garry",165,70,"Acima do peso"
"Garton",190,70,""
"Garver",220,73,"Peso normal"
"Garver",180,70,""
"Garvey",192,70,""
"Garvin",195,75,""
"Garvin",160,75,"Acima do peso"
"Garza",170,70,""
"Garza",220,76,"Peso normal"
"Garza",220,74,"Peso normal"
"Gaspar",180,72,""
"Gaspar",165,71,"Acima do peso"
"Gassaway",210,74,"Peso normal"
"Gassner",190,74,""
"Gastall",187,74,""
"Gastfield",155,69,"Acima do peso"
"Gast",190,74,""
"Gaston",170,69,""
"Gaston",190,75,""
"Gaston",185,73,""
"Gaston",NA,NA,NA
"Gastright",190,74,""
"Gates",180,73,""
"Gates",175,67,""
"Gates",165,72,"Acima do peso"
"Gatewood",170,73,"Acima do peso"
"Gathright",175,70,""
"Gatins",160,71,"Acima do peso"
"Gattis",270,76,"Peso normal"
"Gaub",210,74,"Peso normal"
"Gaudet",185,72,""
"Gaudin",190,70,""
"Gaule",NA,74,NA
"Gausman",205,74,"Peso normal"
"Gautreau",129,64,"Acima do peso"
"Gautreaux",190,68,""
"McGovern",NA,NA,NA
"Gaviglio",215,73,"Peso normal"
"Gaw",180,71,""
"Gazella",165,67,""
"Gear",165,71,"Acima do peso"
"Gearhart",180,71,""
"Gearin",148,64,"Acima do peso"
"Gearrin",205,73,"Peso normal"
"Geary",168,71,"Acima do peso"
"Geary",180,72,""
"Geary",170,70,""
"Gebhard",210,74,"Peso normal"
"Gebrian",170,72,""
"Geddes",200,74,"Peso normal"
"Gedeon",196,76,""
"Gedeon",167,72,"Acima do peso"
"Gedman",210,72,"Peso normal"
"Gedney",140,69,"Acima do peso"
"Gee",205,73,"Peso normal"
"Gee",225,81,"Peso normal"
"Geer",160,66,"Acima do peso"
"Geer",195,75,""
"Gehringer",180,71,""
"Gehring",NA,NA,NA
"Gehrig",200,72,"Peso normal"
"Gehrman",195,72,""
"Geier",145,67,"Acima do peso"
"Geiger",168,72,"Acima do peso"
"Geiss",164,70,"Acima do peso"
"Geisel",210,75,"Peso normal"
"Geishert",215,73,"Peso normal"
"Geiss",170,71,""
"Gelbert",170,71,""
"Gelnar",185,74,""
"Geltz",210,70,"Peso normal"
"Genewich",174,72,""
"Genins",NA,NA,NA
"Gennett",185,70,""
"Genovese",160,66,"Acima do peso"
"Gentile",210,75,"Peso normal"
"Gentile",180,71,""
"Gentry",190,74,""
"Gentry",170,72,""
"Gentry",170,72,""
"Gentry",180,73,""
"George",170,71,""
"George",165,68,""
"George",200,74,"Peso normal"
"George",200,74,"Peso normal"
"George",200,74,"Peso normal"
"George",155,72,"Acima do peso"
"Georgy",180,75,""
"Geraghty",175,71,""
"Gerard",205,74,"Peso normal"
"Gerber",175,72,""
"Gerberman",180,72,""
"Gerber",212,76,"Peso normal"
"Gerber",183,72,""
"Gerber",152,70,"Acima do peso"
"Geren",205,75,"Peso normal"
"Gerhardt",160,72,"Acima do peso"
"Gerhart",190,72,""
"Gerhardt",175,69,""
"Gerheauser",190,75,""
"Gerken",175,71,""
"Gerkin",162,73,"Acima do peso"
"Gerlach",165,69,"Acima do peso"
"German",181,74,""
"German",195,69,"Peso normal"
"German",260,79,"Peso normal"
"German",195,74,""
"Germano",210,74,"Peso normal"
"German",165,68,""
"Germen",200,73,"Peso normal"
"Gernert",209,75,"Peso normal"
"Gerner",175,68,""
"Geronimo",165,72,"Acima do peso"
"Gertenrich",175,68,""
"Gerut",190,72,""
"Gervais",165,70,"Acima do peso"
"Gervacio",175,72,""
"Gessler",180,70,""
"Gessner",NA,68,NA
"Gettel",200,75,""
"Gettis",240,72,"Peso normal"
"Gettig",172,70,""
"Gettinger",180,70,""
"Gettman",185,71,""
"Getz",185,72,""
"Getz",165,71,"Acima do peso"
"Getzien",172,70,""
"Geyer",170,70,""
"Geygan",170,71,""
"Gharrity",170,70,""
"Ghelfi",185,75,""
"Giallombardo",175,72,""
"Giambi",240,75,"Peso normal"
"Giambi",185,72,""
"Giambrone",175,68,""
"Giannini",155,68,"Acima do peso"
"Giannelli",195,72,""
"Giard",170,70,""
"Giarratano",180,72,""
"Giavotella",185,68,""
"Gibaut",250,75,"Peso normal"
"Gibbons",195,72,""
"Gibbon",200,76,""
"Gibbons",187,71,""
"Gibbs",180,72,""
"Gibralter",185,72,""
"Gibson",189,73,""
"Gibson",195,72,""
"Gibson",160,72,"Acima do peso"
"Gibson",160,68,"Acima do peso"
"Gibson",244,74,"Peso normal"
"Gibson",172,72,""
"Gibson",190,71,""
"Gibson",220,73,"Peso normal"
"Gibson",215,75,"Peso normal"
"Gibson",215,78,"Peso normal"
"Gibson",165,70,"Acima do peso"
"Gibson",165,72,"Acima do peso"
"Gibson",185,75,""
"Gibson",195,73,""
"Gibson",198,74,""
"Gibson",178,69,""
"Gick",190,72,""
"Gideon",200,74,"Peso normal"
"Gideon",190,75,""
"Giebell",172,74,"Acima do peso"
"Giebel",175,70,""
"Giel",185,71,""
"Giese",200,75,""
"Gifford",NA,NA,NA
"Giggie",200,73,"Peso normal"
"Gigon",195,72,""
"Gil",210,74,"Peso normal"
"Gilbert",203,72,"Peso normal"
"Gilbert",180,72,""
"Gilbert",153,64,"Acima do peso"
"Gilbert",195,75,""
"Gilbert",165,69,"Acima do peso"
"Gilbert",165,66,""
"Gilbert",NA,NA,NA
"Gilbert",165,66,""
"Gilbert",167,73,"Acima do peso"
"Gilbert",158,69,"Acima do peso"
"Gilbert",215,78,"Peso normal"
"Gilbert",175,72,""
"Gilbert",180,68,""
"Gilbert",170,69,""
"Gilbert",185,74,""
"Gilbert",223,75,"Peso normal"
"Gilbert",180,72,""
"Gilbreth",180,72,""
"Gilbreath",185,73,""
"Gilbreath",180,74,""
"Gile",220,78,"Peso normal"
"Giles",165,73,"Acima do peso"
"Giles",195,71,""
"Giles",197,75,""
"Giles",180,68,""
"Giles",NA,NA,NA
"Gilfillan",220,77,"Peso normal"
"Gilgan",NA,NA,NA
"Gil",240,75,"Peso normal"
"Gil",180,70,""
"Gilham",164,71,"Acima do peso"
"Gilhooley",155,68,"Acima do peso"
"Gil",215,75,"Peso normal"
"Gilkey",170,72,""
"Gilks",178,68,""
"Gillaspie",195,73,""
"Gillaspie",220,74,"Peso normal"
"Gillespie",187,76,""
"Gillenwater",175,73,""
"Gillenwater",187,72,""
"Gillespie",215,74,"Peso normal"
"Gill",165,70,"Acima do peso"
"Gillespie",172,71,""
"Gillespie",NA,73,NA
"Gillespie",195,75,""
"Gillespie",178,73,""
"Gillen",NA,68,NA
"Gillen",160,68,"Acima do peso"
"Gilles",185,73,""
"Gill",185,73,""
"Gill",165,71,"Acima do peso"
"Gilligan",130,66,"Acima do peso"
"Gillis",165,70,"Acima do peso"
"Gilligan",190,72,""
"Gilliam",175,70,""
"Gilliford",210,71,"Peso normal"
"Gillick",185,73,""
"Gill",NA,NA,NA
"Gill",190,74,""
"Gillpatrick",210,72,"Peso normal"
"Gil",185,74,""
"Gill",175,73,""
"Gilman",NA,NA,NA
"Gilman",170,NA,NA
"Gilmartin",205,74,"Peso normal"
"Gilmore",164,71,"Acima do peso"
"Gilmore",170,69,""
"Gilmore",NA,NA,NA
"Gilmore",175,75,""
"Gilroy",NA,NA,NA
"Gilroy",NA,NA,NA
"Gilson",195,77,""
"Gimenez",161,71,"Acima do peso"
"Gimenez",230,74,"Peso normal"
"Gimenez",230,70,"Peso normal"
"Gindl",210,68,"Peso normal"
"Ging",170,70,""
"Gingras",188,74,""
"Ginkel",235,76,"Peso normal"
"Ginn",180,69,""
"Ginsberg",180,71,""
"Ginter",190,70,""
"Ginter",215,73,"Peso normal"
"Giolito",245,78,"Peso normal"
"Gionfriddo",165,66,""
"Giordano",175,72,""
"Giovanola",170,70,""
"Gipson",180,74,""
"Girard",175,70,""
"Girardi",195,71,""
"Girodo",190,73,""
"Gissell",210,77,"Peso normal"
"Gittens",250,76,"Peso normal"
"Giuliani",175,71,""
"Giusti",190,71,""
"Givens",220,78,"Peso normal"
"Givens",239,72,"Peso normal"
"Gladden",180,71,""
"Gladding",220,73,"Peso normal"
"Gladd",190,74,""
"Glade",175,70,""
"Gladmon",NA,NA,NA
"Gladu",185,68,""
"Glaiser",165,68,""
"Glanville",170,74,"Acima do peso"
"Glaser",186,71,""
"Glasnow",225,80,"Peso normal"
"Glasscock",160,68,"Acima do peso"
"Glass",170,75,"Acima do peso"
"Glauber",190,74,""
"Glaus",220,77,"Peso normal"
"Glavenich",189,69,""
"Glavine",210,75,"Peso normal"
"Glaviano",175,69,""
"Glavine",175,72,""
"Glaze",165,69,"Acima do peso"
"Glazner",165,69,"Acima do peso"
"Gleason",170,68,""
"Gleason",NA,NA,NA
"Gleason",157,66,"Acima do peso"
"Gleason",160,66,"Acima do peso"
"Gleason",170,NA,NA
"Gleason",175,70,""
"Gleason",158,67,"Acima do peso"
"Gleason",220,77,"Peso normal"
"Gleaton",205,75,"Peso normal"
"Gleeson",191,73,""
"Gleich",175,71,""
"Glenalvin",160,69,"Acima do peso"
"Glendon",165,68,""
"Glenn",155,71,"Acima do peso"
"Glenn",220,74,"Peso normal"
"Glenn",160,70,"Acima do peso"
"Glenn",NA,NA,NA
"Glenn",200,73,"Peso normal"
"Glenn",169,68,""
"Glenn",175,71,""
"Glenn",180,75,""
"Gliatto",150,68,"Acima do peso"
"Glinatsis",195,76,""
"Gload",190,73,""
"Glockson",200,74,"Peso normal"
"Glossop",170,72,""
"Glover",200,77,""
"Glover",215,77,"Peso normal"
"Glynn",190,72,""
"Glynn",180,74,""
"Glynn",195,75,""
"Goar",160,69,"Acima do peso"
"Gobble",190,75,""
"Gochnaur",160,69,"Acima do peso"
"Godar",170,69,""
"Godby",185,72,""
"Goddard",181,71,""
"Godfrey",215,75,"Peso normal"
"Godley",250,75,"Peso normal"
"Godoy",200,71,"Peso normal"
"Godwin",190,72,""
"Godwin",200,72,"Peso normal"
"Goebbert",210,72,"Peso normal"
"Goebel",170,71,""
"Goeckel",162,71,"Acima do peso"
"Goeddel",191,75,""
"Goeddel",180,76,""
"Goetz",180,74,""
"Goetz",185,72,""
"Goff",205,75,"Peso normal"
"Goforth",205,71,"Peso normal"
"Goggin",175,71,""
"Gogolewski",190,76,""
"Gohara",265,75,"Peso normal"
"Gohr",205,75,"Peso normal"
"Goins",180,70,""
"Goldberg",220,76,"Peso normal"
"Golden",175,72,""
"Golden",166,67,""
"Golden",195,73,""
"Goldman",170,67,""
"Goldsmith",195,73,""
"Goldsberry",170,72,""
"Goldsmith",174,72,""
"Goldstein",160,72,"Acima do peso"
"Goldstein",190,74,""
"Goldschmidt",220,75,"Peso normal"
"Goldsmith",146,67,"Acima do peso"
"Goldsby",165,70,"Acima do peso"
"Goldy",200,77,""
"Goletz",200,75,""
"Goliat",180,72,""
"Golson",190,71,""
"Goltz",200,76,""
"Golvin",165,72,"Acima do peso"
"Gomber",220,77,"Peso normal"
"Gomes",190,71,""
"Gomes",230,73,"Peso normal"
"Gomes",215,74,"Peso normal"
"Gomes",212,74,"Peso normal"
"Gomez",180,74,""
"Gomez",220,75,"Peso normal"
"Gomez",165,70,"Acima do peso"
"Gomez",183,73,""
"Gomez",195,75,""
"Gomez",215,75,"Peso normal"
"Gomez",173,74,""
"Gomez",180,72,""
"Gomez",150,69,"Acima do peso"
"Gomez",230,74,"Peso normal"
"Gomez",206,69,"Peso normal"
"Gomez",190,72,""
"Gomez",170,71,""
"Gomez",185,70,""
"Gomez",200,78,""
"Gomez",170,72,""
"Gonder",180,70,""
"Gonsalves",215,77,"Peso normal"
"Gonsolin",205,75,"Peso normal"
"Gonzalez",215,74,"Peso normal"
"Gonzalez",180,72,""
"Gonzalez",210,73,"Peso normal"
"Gonzalez",195,70,"Peso normal"
"Gonzalez",220,72,"Peso normal"
"Gonzalez",215,75,"Peso normal"
"Gonzalez",220,73,"Peso normal"
"Gonzalez",210,75,"Peso normal"
"Gonzales",195,73,""
"Gonzalez",165,71,"Acima do peso"
"Gonzalez",200,70,"Peso normal"
"Gonzalez",210,74,"Peso normal"
"Gonzalez",182,72,""
"Gonzalez",225,70,"Peso normal"
"Gonzalez",205,75,"Peso normal"
"Gonzalez",165,70,"Acima do peso"
"Gonzalez",165,70,"Acima do peso"
"Gonzalez",190,73,""
"Gonzalez",160,73,"Acima do peso"
"Gonzalez",170,72,""
"Gonzalez",205,72,"Peso normal"
"Gonzalez",200,74,"Peso normal"
"Gonzales",175,69,""
"Gonzalez",190,74,""
"Gonzalez",150,71,"Acima do peso"
"Gonzalez",162,71,"Acima do peso"
"Gonzalez",175,75,""
"Gonzales",200,75,""
"Gonzalez",228,76,"Peso normal"
"Gonzalez",180,74,""
"Gonzalez",170,71,""
"Gonzalez",185,73,""
"Gonzalez",205,73,"Peso normal"
"Gonzales",205,73,"Peso normal"
"Gonzalez",216,72,"Peso normal"
"Gonzalez",200,73,"Peso normal"
"Gonzalez",200,74,"Peso normal"
"Gonzalez",180,73,""
"Gonzalez",220,71,"Peso normal"
"Gonzalez",210,75,"Peso normal"
"Gonzalez",180,74,""
"Gonzalez",240,76,"Peso normal"
"Gonzalez",176,72,""
"Gonzalez",190,68,""
"Gonzales",180,75,""
"Gonzalez",215,73,"Peso normal"
"Gonzalez",155,74,"Acima do peso"
"Gonzalez",170,69,""
"Gonzales",165,73,"Acima do peso"
"Gonzalez",180,72,""
"Gonzalez",175,71,""
"Gooch",170,69,""
"Gooch",175,71,""
"Gooch",190,72,""
"Goodall",180,69,""
"Good",170,75,"Acima do peso"
"Goodenough",170,73,"Acima do peso"
"Gooden",190,74,""
"Goodell",165,70,"Acima do peso"
"Goodfellow",180,72,""
"Good",130,66,"Acima do peso"
"Goodman",165,71,"Acima do peso"
"Goodman",170,71,""
"Goodman",NA,73,NA
"Good",165,72,"Acima do peso"
"Goodrum",215,75,"Peso normal"
"Goodson",180,75,""
"Goodwin",195,68,"Peso normal"
